,Unnamed: 0,name,trackID,popularity,album,artist,artist_popularity,release_date,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,Is hit,Pop,Rock,Country,R&B,Hiphop
115,115,OOOUUU,7JYsArznYOjX2jsrT3UEnL,65,Herstory,Young M.A,68,2017-04-27,234649,0.533,0.635,0.847,0.0,0.154,-3.152,0.447,166.072,4,2017,1,0,0,0,0,0
116,116,This Town,5nA67Y0XX9JipZwYxX7Gl7,0,This Town,Niall Horan,81,2016-09-29,232600,0.71,0.687,0.409,0.0,0.126,-7.751,0.0311,111.861,4,2017,1,1,0,0,0,0
117,117,Redbone,3kxfsdsCpFgN412fpnW85Y,0,"""Awaken, My Love!""",Childish Gambino,82,2016-12-02,326933,0.172,0.745,0.356,0.00943,0.123,-10.425,0.0941,160.033,4,2017,1,0,0,0,0,1
118,118,Weak,3E2Zh20GDCR9B1EYjfXWyv,0,The Click,AJR,78,2017-06-09,201160,0.137,0.673,0.637,0.0,0.184,-4.518,0.0429,123.98,4,2017,1,0,0,0,0,0
119,119,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,63,x (Wembley Edition),Ed Sheeran,96,2013,281560,0.474,0.781,0.445,0.0,0.184,-6.061,0.0295,78.998,4,2017,1,1,0,0,0,0
120,120,Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,0,Dancing On My Own,Calum Scott,83,2016-06-03,260004,0.851,0.608,0.174,1.92e-05,0.0855,-8.796,0.0332,112.175,4,2017,1,1,0,0,0,0
121,121,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,76,Mind Of Mine (Deluxe Edition),ZAYN,81,2016-03-25,202746,0.117,0.584,0.7,0.0,0.0939,-4.275,0.0456,124.944,4,2017,1,1,0,0,0,0
122,122,Dynamite (feat. Pretty Sister),2Ae5awwKvQpTBKQHr1TYCg,48,Dynamite (feat. Pretty Sister),Nause,51,2016-08-26,195428,0.0548,0.811,0.801,2.09e-05,0.0742,-6.0,0.0802,105.055,4,2017,1,0,0,0,0,0
123,123,Lush Life,1rIKgCH4H52lrvDcz50hS8,76,So Good,Zara Larsson,79,2017-03-17,201122,0.132,0.694,0.712,0.0,0.211,-3.923,0.046,98.023,4,2017,1,1,0,0,0,0
124,124,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,67,So Good,Zara Larsson,79,2017-03-17,224030,0.00778,0.576,0.782,0.0,0.285,-4.825,0.0296,141.153,4,2017,1,1,0,0,0,0
125,125,No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,68,Coloring Book,Chance the Rapper,81,2016-05-27,304606,0.156,0.652,0.795,0.0,0.123,-5.192,0.174,135.018,4,2017,1,0,0,0,0,1
126,126,Hello,4sPmO7WMQUAf45kwMOtONw,1,25,Adele,90,2016-06-24,295493,0.336,0.481,0.451,0.0,0.0872,-6.095,0.0347,157.966,4,2017,1,1,0,0,0,0
127,127,Never Be Like You,12REd1n8PeiHHWOh066tpr,0,Skin,Flume,77,2016-05-27,233337,0.436,0.494,0.559,0.0,0.164,-5.445,0.0565,119.247,4,2017,1,0,0,0,0,0
128,128,Roses (feat. ROZES),6O6M7pJLABmfBRoGZMu76Y,29,The Chainsmokers- Japan Special Edition,The Chainsmokers,86,2016-08-10,225800,0.0361,0.716,0.806,0.00413,0.244,-7.602,0.0466,100.033,4,2017,1,1,0,0,0,0
129,129,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,71,iSpy (feat. Lil Yachty),KYLE,72,2016-12-02,253106,0.378,0.746,0.653,0.0,0.229,-6.745,0.289,75.016,4,2017,1,1,0,0,0,0
130,130,No Money,0gb1J5UrTpzaU1s3nupgCd,66,No Money,Galantis,81,2016-04-01,189126,0.0282,0.671,0.916,0.00762,0.24,-4.014,0.0397,126.01,4,2017,1,1,0,0,0,0
131,131,Love On The Brain,2aksifNn5ph8igDOkPBA02,0,ANTI,Rihanna,92,2016-01-28,224000,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0.0471,172.006,3,2017,1,1,0,0,0,0
132,132,Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN,71,"Pretty Boy, Dirty Boy",Maluma,89,2015-10-30,207306,0.132,0.73,0.701,0.0,0.151,-5.885,0.106,175.95,4,2017,1,0,0,0,0,0
133,133,pick up the phone,20dP2DaMHIAmwWAbp7peSr,68,Birds In The Trap Sing McKnight,Travis Scott,92,2016-09-16,252256,0.114,0.711,0.739,0.0,0.226,-3.804,0.129,136.919,4,2017,1,0,0,0,0,1
134,134,Some Kind Of Drug (feat. Marc E. Bassy),1Bqxj0aH5KewYHKUg1IdrF,63,When It's Dark Out,G-Eazy,81,2015-12-04,222466,0.0705,0.634,0.525,0.0,0.0729,-8.968,0.47,130.271,4,2017,1,1,0,0,0,1
135,135,What Do You Mean?,3pzjHKrQSvXGHQ98dx18HI,0,Purpose (Deluxe),Justin Bieber,97,2015-11-13,205680,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,125.02,4,2017,1,1,0,0,0,0
136,136,Stitches,1WP1r7fuvRqZRnUaTi2I1Q,0,Handwritten (Deluxe),Shawn Mendes,90,2015-04-13,206880,0.0152,0.746,0.754,0.0,0.0486,-6.681,0.067,149.882,4,2017,1,1,0,0,0,0
137,137,Neighbors,0utlOiJy2weVl9WTkcEWHy,72,4 Your Eyez Only,J. Cole,91,2016-12-09,216520,0.319,0.898,0.283,0.000383,0.11,-12.335,0.356,138.97,4,2017,1,0,0,0,0,1
138,138,Andas En Mi Cabeza,5mey7CLLuFToM2P68Qu1gF,0,Andas En Mi Cabeza,Chino & Nacho,69,2016-02-19,247493,0.0244,0.68,0.954,0.0,0.112,-1.823,0.119,104.029,4,2017,1,0,0,0,0,0
139,139,Vacaciones,3dQDid3IUNhZy1OehIfYfE,0,Vacaciones,Wisin,83,2016-09-30,238800,0.256,0.772,0.909,0.0,0.255,-3.225,0.166,96.031,4,2017,1,0,0,0,0,0
140,140,You Was Right,2ANLarE8yHVsLWW21nj79M,67,Lil Uzi Vert vs. The World,Lil Uzi Vert,90,2016-05-27,163944,0.069,0.843,0.359,0.0,0.12,-7.417,0.461,81.987,4,2017,1,0,0,0,0,0
141,141,No Lie,3cFsmM51N5zMAuu1nNY4Tw,0,No Lie,Sean Paul,85,2016-11-18,221176,0.0437,0.741,0.891,0.0,0.256,-2.824,0.119,102.002,4,2017,1,1,0,0,0,0
142,142,Me llamas (feat. Maluma) - Remix,5hEM0JchdVzQ5PwvSfITeX,70,Me Llamas (feat. Maluma) [Remix],Piso 21,78,2016-12-02,210322,0.547,0.76,0.838,1.3e-06,0.0664,-3.828,0.0529,93.05,4,2017,1,0,0,0,0,0
143,143,Light,7zTx8ePYAmPFQuxP3xlXZn,0,Light (Remixes) - EP,San Holo,64,2017-06-23,239853,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,0.0573,150.088,4,2017,1,0,0,0,0,0
144,144,Wake Up Where You Are,2s76aKBWKShlwPC4xTtEEE,46,Wake Up Where You Are,State of Sound,46,2016-09-30,207306,0.11,0.706,0.674,0.000626,0.0784,-6.977,0.0337,113.956,4,2017,1,0,0,0,0,0
145,145,Reminder,37F0uwRSrdzkBiuj0D5UHI,71,Starboy,The Weeknd,97,2016-11-25,218880,0.142,0.706,0.505,0.0,0.164,-6.923,0.193,160.053,4,2017,1,1,0,0,0,0
146,146,Hotline Bling,2FBUoWkIuQXwayw2RNo5l6,0,Views,Drake,98,2016-05-06,267066,0.00347,0.903,0.62,0.000119,0.0504,-8.094,0.0587,134.96,4,2017,1,0,0,0,0,1
147,147,Let Me Hold You (Turn Me On),0lmdsH1MIoLsMymnNpd6HU,0,Let Me Hold You (Turn Me On),Cheat Codes,78,2016-07-01,163841,0.101,0.68,0.774,0.0,0.113,-3.136,0.0697,102.949,4,2017,1,1,0,0,0,0
148,148,Miss You,7of1slAJIWrXxP8ikAHxje,0,Pages,James Hersey,55,2017-05-05,206099,0.104,0.88,0.605,0.00488,0.106,-7.639,0.0531,120.017,4,2017,1,0,0,0,0,0
149,149,Jumpman,27GmP9AWRs744SzKcpJsTZ,71,What A Time To Be Alive,Drake,98,2015-09-20,205879,0.0559,0.852,0.553,0.0,0.332,-7.286,0.187,142.079,4,2017,1,0,0,0,0,1
150,150,Immortal,6AGON2BGdPmPMJGiiNuuwl,64,4 Your Eyez Only,J. Cole,91,2016-12-09,201666,0.455,0.744,0.43,2.73e-06,0.126,-10.604,0.309,92.039,4,2017,1,0,0,0,0,1
151,151,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,82,24K Magic,Bruno Mars,93,2016-11-17,206693,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,4,2017,1,1,0,0,0,0
152,152,Swang,6mapJIPnQ23RTAevUoE0DL,74,SremmLife 2 (Deluxe),Rae Sremmurd,78,2016-08-12,208120,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,4,2017,1,1,0,0,0,1
153,153,Rockin’,36YCdzT57us0LhDmCYtrNE,65,Starboy,The Weeknd,97,2016-11-25,232880,0.0133,0.738,0.885,0.0,0.0821,-5.547,0.206,112.878,4,2017,1,1,0,0,0,0
154,154,Alarm,0OwX5aROoW1Iip8FV51Efg,57,Alarm,Anne-Marie,82,2016-05-20,205593,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,4,2017,1,1,0,0,0,0
155,155,Taped Up Heart (feat. Clara Mae),26hcyzSE154xMZCbFdtInA,44,Taped Up Heart (feat. Clara Mae),KREAM,68,2016-10-14,218506,0.152,0.675,0.937,0.0,0.154,-3.525,0.0509,103.961,4,2017,1,0,0,0,0,0
156,156,The Hills,25khomWgBVamSdKw7hzm3l,0,Beauty Behind The Madness,The Weeknd,97,2015-08-28,242253,0.0861,0.356,0.567,0.0,0.137,-7.011,0.0798,135.553,5,2017,1,1,0,0,0,0
157,157,Gold,6WhzFzROw3aq3rPWjgYlxr,55,Gold,Kiiara,67,2015-10-26,225882,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5,2017,1,1,0,0,0,0
158,158,Touch,5Ua3GXyHwiSfpNTMjq6m2z,0,Glory Days (Deluxe),Little Mix,84,2016-11-18,213306,0.032,0.607,0.718,0.0,0.403,-4.095,0.0978,101.821,4,2017,1,1,0,0,0,0
159,159,Would I Lie to You - Radio Edit,4PdJSsESm34djLfBde9Pr2,63,Would I Lie to You,David Guetta,91,2016-09-30,197647,0.00718,0.671,0.826,0.0,0.631,-5.766,0.309,123.986,4,2017,1,1,0,0,0,0
160,160,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",0JoHqmlqE0W0i9prt6kcHR,67,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,89,2016-10-07,278106,0.0983,0.772,0.547,4.35e-06,0.107,-6.373,0.0541,130.099,4,2017,1,0,0,0,0,0
161,161,Cool Girl,5dKyZWlgjWw1oJgLa4GCZD,0,Lady Wood,Tove Lo,79,2016-10-28,199179,0.335,0.671,0.71,4.76e-06,0.074,-6.997,0.109,102.022,4,2017,1,1,0,0,0,0
162,162,Let It Go,13HVjjWUZFaWilh2QUJKsP,69,Chaos And The Calm,James Bay,77,2014-12-15,260533,0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,4,2017,1,1,0,0,0,0
163,163,Gyal You A Party Animal - Remix,1AkTW13ysu0AJrwuM6UY0I,0,Gyal You A Party Animal (Remix),Charly Black,66,2016-10-07,224320,0.0673,0.723,0.889,0.0,0.363,-4.017,0.0939,101.032,4,2017,1,0,0,0,0,0
164,164,Oh Lord,1sTUEdVO85YU8Ymk2jeAls,0,Oh Lord,MiC LOWRY,42,2016-09-16,214744,0.0217,0.273,0.794,0.0,0.0616,-6.644,0.0675,95.902,4,2017,1,0,0,0,0,0
165,165,Low Life (feat. The Weeknd),7EiZI6JVHllARrX9PUvAdX,73,EVOL,Future,93,2016-04-13,313546,0.337,0.722,0.331,0.282,0.146,-7.789,0.0726,143.961,4,2017,1,0,0,0,0,0
166,166,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,70,Please Don't Go,Joel Adams,60,2015-11-06,210580,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,4,2017,1,0,0,0,0,0
167,167,Can't Feel My Face,6RsWqX8zABZLhZydXxEFOm,0,Beauty Behind The Madness,The Weeknd,97,2015-08-28,213520,0.124,0.702,0.77,0.0,0.103,-5.416,0.0482,107.951,4,2017,1,1,0,0,0,0
168,168,September Song,0FuTx2s3YH1ppmtiM6l0zI,0,September Song,JP Cooper,75,2016-09-16,220290,0.0545,0.623,0.654,0.0,0.0838,-5.675,0.0372,95.921,4,2017,1,1,0,0,0,0
169,169,Die For You,2LBqCSwhJGcFQeTHMVGwy3,76,Starboy,The Weeknd,97,2016-11-24,260253,0.111,0.586,0.525,0.0,0.134,-7.163,0.0615,133.629,4,2017,1,1,0,0,0,0
170,170,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,75,Curtain Call: The Hits (Deluxe Edition),Eminem,95,2005-12-06,326466,0.00868,0.692,0.744,0.000423,0.359,-4.565,0.257,171.374,4,2017,1,0,0,0,0,1
171,171,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,81,A Head Full of Dreams,Coldplay,92,2015-12-04,258266,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,90.027,4,2017,1,1,0,0,0,0
172,172,You & Me,4QdovcM8j50QPlyR7tH4xe,0,Groovy People,Marc E. Bassy,70,2016-08-05,218480,0.0398,0.693,0.65,0.0,0.186,-8.376,0.192,85.026,4,2017,1,1,0,0,1,0
173,173,Not Going Home (feat. Gia Koka),042x9bsUBWW2fJgJ6fUh61,6,Not Going Home (feat. Gia Koka),DVBBS,69,2017-01-27,196306,0.0933,0.713,0.733,2.23e-05,0.237,-6.431,0.152,108.992,4,2017,1,1,0,0,0,0
174,174,Say It (feat. Tove Lo),4sQMalN597HdggTu196aL0,0,Skin,Flume,77,2016-05-27,262521,0.0668,0.598,0.532,3.22e-06,0.0617,-6.833,0.0295,74.963,4,2017,1,0,0,0,0,0
175,175,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,43,2014 Forest Hills Drive,J. Cole,91,2014-12-09,292986,0.301,0.692,0.521,0.0,0.0565,-8.465,0.33,100.45,4,2017,1,0,0,0,0,1
176,176,Million Reasons,50PWlIBU7PlGGwzgN8TiFJ,0,Joanne (Deluxe),Lady Gaga,88,2016-10-21,205280,0.477,0.668,0.449,0.0,0.107,-7.897,0.0451,129.889,4,2017,1,1,0,0,0,0
177,177,Secrets,3DX4Y0egvc0slLcLl31h2p,55,Starboy,The Weeknd,97,2016-11-24,265600,0.0155,0.665,0.771,9.6e-06,0.46,-5.779,0.0533,109.948,4,2017,1,1,0,0,0,0
178,178,Used to This (feat. Drake),78sr3ogs4UzITcCNbXM9cM,51,FUTURE,Future,93,2017-06-30,180520,0.0312,0.618,0.727,0.0,0.196,-7.224,0.208,164.992,4,2017,1,0,0,0,0,0
179,179,Love$ick,5v9N8Rx3QsFvr50cxyQcA3,0,Love$ick,Mura Masa,68,2016-09-30,192160,0.126,0.665,0.771,0.00449,0.27,-5.124,0.14,88.835,4,2017,1,0,0,0,0,0
180,180,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,81,Uptown Special,Mark Ronson,80,2015-01-12,269666,0.00801,0.856,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,2017,1,1,0,0,0,0
181,181,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,82,Torches,Foster The People,76,2011-05-23,239600,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,4,2017,1,0,1,0,0,0
182,182,Bohemian Rhapsody - Remastered 2011,1AhDOtG9vPSOmsWgNW0BEY,0,A Night At The Opera (2011 Remaster),Queen,88,1975-11-21,354320,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,71.105,4,2017,1,0,1,0,0,0
183,183,Chillax (feat. Ky-Mani Marley),1lxswgIpzV6HhENRvkflES,68,Visionary,Farruko,90,2015-10-23,197840,0.0724,0.827,0.646,0.0,0.247,-4.727,0.0766,92.057,4,2017,1,0,0,0,0,0
184,184,My House,6Knv6wdA0luoMUuuoYi2i1,75,My House,Flo Rida,83,2015-04-07,192190,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,4,2017,1,1,0,0,0,0
185,185,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,76,Sugar,Robin Schulz,83,2015-09-25,219043,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,4,2017,1,1,0,0,0,0
186,186,True Colors,6i759FCuKx713ZnYjtpQGU,56,Starboy,The Weeknd,97,2016-11-24,206026,0.284,0.616,0.424,0.0,0.173,-8.237,0.251,76.676,4,2017,1,1,0,0,0,0
187,187,Cocoon,0L87MffumRNWrY2SNUFcvs,59,Blossom (Deluxe),Milky Chance,77,2017-03-17,255160,0.0998,0.743,0.659,0.00028,0.0622,-6.755,0.0343,114.033,4,2017,1,0,0,0,0,0
188,188,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,75,A Head Full of Dreams,Coldplay,92,2015-12-04,263786,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4,2017,1,1,0,0,0,0
189,189,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,81,The Heist,Macklemore & Ryan Lewis,77,2012-10-09,258342,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,146.078,4,2017,1,1,0,0,0,0
190,190,Hasta el Amanecer,5Fim1gaXBgsiFfsQAfQSDS,70,Fénix,Nicky Jam,87,2017-01-20,198706,0.282,0.832,0.608,0.0,0.0761,-6.042,0.0385,94.013,4,2017,1,0,0,0,0,0
191,191,goosebumps,6gBFPUFcJLzWGx4lenP6h2,82,Birds In The Trap Sing McKnight,Travis Scott,92,2016-09-16,243836,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4,2017,1,0,0,0,0,1
192,192,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,74,Hot Fuss,The Killers,81,2004-06-15,222586,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,4,2017,1,0,1,0,0,0
193,193,Stay (feat. Maty Noyes),2FiSTH0GYpIioUgjfzMIja,61,Cloud Nine,Kygo,85,2016-05-13,239465,0.0444,0.648,0.736,0.000137,0.171,-7.948,0.0385,103.027,4,2017,1,1,0,0,0,0
194,194,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,75,Stoney (Deluxe),Post Malone,91,2016-12-09,256533,0.233,0.675,0.562,0.0,0.0816,-7.678,0.0352,130.098,4,2017,1,0,0,0,0,0
195,195,Famous,19a3JfW8BQwqHWUMbcqSx8,73,The Life Of Pablo,Kanye West,96,2016-06-10,196040,0.0711,0.465,0.735,0.0,0.0975,-3.715,0.117,173.935,4,2017,1,0,0,0,0,0
196,196,All of Me,2q6tgiA9tpb6DMguABwCWE,0,Love In The Future (Special Edition),John Legend,81,2013,269560,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,4,2017,1,1,0,0,1,0
197,197,Sugar,494OU6M7NOf4ICYb4zWCf5,59,V (Deluxe),Maroon 5,90,2015-05-18,235493,0.0591,0.748,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,2017,1,1,0,0,0,0
198,198,Let Her Go,2jyjhRf6DVbMPU5zxagN2h,1,All The Little Lights,Passenger,76,2012,252866,0.385,0.509,0.538,0.0,0.104,-7.335,0.0572,75.089,4,2017,1,1,0,0,0,0
199,199,Bobo,7AtlMCIauSQZqiXSlbBPW6,0,Energía,J Balvin,93,2016-06-24,209426,0.117,0.729,0.888,1.55e-05,0.125,-2.864,0.122,177.908,4,2017,1,0,0,0,0,0
200,200,Shape of You,7qiZfU4dY1lWllzX7mPBI3,84,÷ (Deluxe),Ed Sheeran,96,2017-03-03,233712,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,95.977,4,2017,1,1,0,0,0,0
201,201,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,77,÷ (Deluxe),Ed Sheeran,96,2017-03-03,261153,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,4,2017,1,1,0,0,0,0
202,202,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,62,Don't Leave,Snakehips,68,2017-01-06,214693,0.222,0.657,0.703,0.0,0.256,-3.402,0.0753,122.381,4,2017,1,1,0,0,0,0
203,203,The A Team,1VdZ0vKfR5jneCmWIUAMxK,74,+,Ed Sheeran,96,2011-09-09,258373,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,4,2017,1,1,0,0,0,0
204,204,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",3B7udSGy2PfgoCniMSb523,70,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),Howard Shore,69,2013-01-01,300840,0.559,0.581,0.0549,0.0,0.0718,-20.514,0.0397,152.037,4,2017,1,0,0,0,0,0
205,205,It's Gotta Be You,6cAKeFFYW2aClZSUyvqAEW,62,Isaiah,Isaiah Firebrace,55,2016-12-09,193446,0.221,0.422,0.745,0.0,0.0981,-4.632,0.0378,95.487,4,2017,1,0,0,0,0,0
206,206,Don't,6gTJaPuj8DT8RjuDJyBgzP,49,x (Wembley Edition),Ed Sheeran,96,2013,219840,0.0113,0.806,0.608,0.0,0.635,-7.008,0.0659,95.049,4,2017,1,1,0,0,0,0
207,207,Tenerife Sea,6vSwxzO2Qf4BinHSXRwZJe,53,x (Wembley Edition),Ed Sheeran,96,2013,241346,0.697,0.53,0.346,1.07e-05,0.105,-10.497,0.0376,121.876,4,2017,1,1,0,0,0,0
208,208,Cake - Challenge Version,6t2ubAB4iSYOuIpRAOGd4t,54,This Is A Challenge,Various Artists,0,2016-12-16,157164,0.0729,0.786,0.854,1.63e-06,0.179,-4.247,0.0523,105.078,4,2017,1,0,0,0,0,0
209,209,Give Me Love,0SuG9kyzGRpDqrCWtgD6Lq,69,+,Ed Sheeran,96,2011-09-09,526386,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,4,2017,1,1,0,0,0,0
210,210,Moves,0Fv5N0cHBsl4bzCbollCAS,59,I Decided.,Big Sean,84,2017-02-03,142906,0.0433,0.812,0.522,0.0,0.154,-5.287,0.257,75.524,4,2017,1,1,0,0,0,1
211,211,Party (feat. Usher & Gucci Mane),05Z7jet4VDNVgNQWcYHnrk,0,Party (feat. Usher & Gucci Mane),Chris Brown,90,2016-12-16,220813,0.0556,0.762,0.576,0.0,0.0869,-4.951,0.0829,142.096,4,2017,1,1,0,0,1,0
212,212,'Till I Collapse,6yr8GiTHWvFfi4o6Q5ebdT,0,The Eminem Show,Eminem,95,2002-05-26,297893,0.0748,0.551,0.851,0.0,0.0784,-3.277,0.197,171.411,4,2017,1,0,0,0,0,1
213,213,You Don't Know Me - Radio Edit,00lNx0OcTJrS3MKHcB80HY,1,You Don't Know Me,Jax Jones,80,2016-12-09,213946,0.163,0.876,0.669,0.0,0.185,-6.054,0.138,124.007,4,2017,1,1,0,0,0,0
214,214,Paris,72jbDTw1piOOj770jWNeaG,72,Memories...Do Not Open,The Chainsmokers,86,2017-04-07,221506,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4,2017,1,1,0,0,0,0
215,215,Despacito (Featuring Daddy Yankee),4aWmUDTfIPGksMNLV2rQP2,0,Despacito (Featuring Daddy Yankee),Luis Fonsi,80,2017-01-13,228200,0.209,0.66,0.786,0.0,0.112,-4.757,0.17,177.833,4,2017,1,0,0,0,0,0
216,216,On Hold,5CPqOpKSk0QcJ3dGdaWcRB,0,I See You,The xx,70,2017-01-13,224133,0.0522,0.723,0.669,0.192,0.109,-6.784,0.0348,125.051,4,2017,1,0,0,0,0,0
217,217,Say Something Loving,728zbo72kOoYdGR3AhNsyF,0,I See You,The xx,70,2017-01-13,238373,0.296,0.627,0.721,6.41e-05,0.231,-7.782,0.0304,130.08,4,2017,1,0,0,0,0,0
218,218,T-Shirt,7KOlJ92bu51cltsD9KU5I7,62,Culture,Migos,83,2017-04-07,242407,0.242,0.865,0.687,0.0,0.158,-3.744,0.217,139.023,4,2017,1,0,0,0,0,1
219,219,Oceans Away,6A8dnC0xkiuWN4BshmTB2I,59,GALLERY,A R I Z O N A,66,2017-05-19,194013,0.13,0.617,0.642,0.157,0.0929,-8.624,0.0334,105.885,4,2017,1,1,0,0,0,0
220,220,Dangerous,33B2QbtAj8mbDpwvGTOnBt,0,I See You,The xx,70,2017-01-13,250000,0.00224,0.774,0.709,0.00224,0.21,-6.166,0.0465,119.982,4,2017,1,0,0,0,0,0
221,221,History,0WCEaydwN65cvwaW8aqptF,0,Olivia,Olivia Holt,57,2016-07-15,203992,0.096,0.76,0.63,0.0,0.113,-6.752,0.0582,100.977,4,2017,1,1,0,0,0,0
222,222,Romantic - NOTD Remix,3SGWp9fJCzgK0WcpcKSQdy,0,From A Distance,Stanaj,49,2017-01-27,184840,0.218,0.746,0.631,0.0,0.222,-7.968,0.231,104.047,4,2017,1,0,0,0,0,0
223,223,The Other,1lntL1cI2UIWlxjL5QiN8g,0,The Other,Lauv,83,2015-03-31,189333,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,0.0653,179.629,4,2017,1,1,0,0,0,0
224,224,On My Way,4hiUYb2nb6NlfTP9CD38Pe,0,On My Way,Tiësto,88,2017-01-13,183710,0.00981,0.629,0.764,0.0,0.221,-4.023,0.036,123.972,4,2017,1,1,0,0,0,0
225,225,Issues,1sXUWdKx03aP9Gmzft58rt,0,Issues,Julia Michaels,80,2017-01-13,176346,0.368,0.683,0.427,0.0,0.0604,-6.827,0.0777,113.634,4,2017,1,1,0,0,0,0
226,226,Not Afraid Anymore,1uoL9GX45dTnmrWQ7Ii1Ft,0,"Not Afraid Anymore [From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""]",Halsey,87,2017-01-13,226800,0.00308,0.548,0.731,4.02e-05,0.123,-6.997,0.0704,131.973,4,2017,1,1,0,0,0,0
227,227,Te Quiero Pa´Mi,3BY2mafsbsoKGqS380Xnuz,0,King Of Kings 10th Anniversary (Remastered),Don Omar,85,2016-11-11,211626,0.125,0.761,0.82,2.1e-05,0.183,-4.003,0.0623,88.997,4,2017,1,0,0,0,0,0
228,228,Somebody Else,34i4yxPrHWquuR4kjiivFO,53,Somebody Else,VÉRITÉ,58,2016-09-09,233076,0.201,0.674,0.593,0.000529,0.209,-6.47,0.0582,116.995,4,2017,1,1,0,0,0,0
229,229,Lips,1onfcprzpSGh2LqrBh17AA,0,I See You,The xx,70,2017-01-13,200626,0.494,0.523,0.591,0.511,0.0788,-8.772,0.0543,173.94,4,2017,1,0,0,0,0,0
230,230,I Dare You,044qU7kwVZaDwzWnRsmVVL,0,I See You,The xx,70,2017-01-13,233280,0.623,0.752,0.543,0.0706,0.107,-9.483,0.0398,126.001,4,2017,1,0,0,0,0,0
231,231,El Amante,3umS4y3uQDkqekNjVpiRUs,68,Fénix,Nicky Jam,87,2017-01-20,219506,0.243,0.683,0.691,0.0,0.14,-5.535,0.0432,179.91,4,2017,1,0,0,0,0,0
232,232,Moving On and Getting Over,1crSsvtU9wZB15dIQXV2QH,57,The Search for Everything,John Mayer,82,2017-04-14,265360,0.591,0.85,0.461,0.0405,0.0922,-9.018,0.0531,94.037,4,2017,1,0,0,0,0,0
